tarih,yil,ay,gun_haftasi,tuketim_mwh,uretim_mwh,dogalgaz_mwh,komur_mwh,hidro_mwh,ruzgar_mwh,gunes_mwh,ptf_ortalama_tl_mwh,ortalama_sicaklik_c
2021-09-17,2021,9,Cuma,960053,988855,200351,322212,142725,93994,70668,2029.59,21.1
2021-09-18,2021,9,Cumartesi,849414,874896,193820,282464,102679,87791,47969,1751.5,18
2021-09-19,2021,9,Pazar,847383,872804,230582,305626,163228,80531,26543,1812.83,22
2021-09-20,2021,9,Pazartesi,954460,983093,222504,340320,159739,100583,49473,1465.46,24
2021-09-21,2021,9,Salı,972345,1001515,260655,345044,173171,69345,59595,2170.7,17.5
2021-09-22,2021,9,Çrᗺmba,955731,984403,214753,315724,121923,112601,37442,1801.43,21.2
2021-09-23,2021,9,Perᗾmbe,983340,1012840,216954,355321,143958,134037,42587,2034.51,18.4
2021-09-24,2021,9,Cuma,935433,963496,214394,322493,162689,89450,41292,1809.55,20.5
2021-09-25,2021,9,Cumartesi,866131,892115,192636,302100,164381,94144,36170,1497.03,17.7
2021-09-26,2021,9,Pazar,848990,874459,201374,287025,108966,83135,51921,1906.35,18.4
2021-09-27,2021,9,Pazartesi,995556,1025423,210827,342621,140735,68635,42130,1825.87,21
2021-09-28,2021,9,Salı,959693,988484,229693,309237,132032,84602,39864,1961.68,18.1
2021-09-29,2021,9,Çrᗺmba,975498,1004763,210777,354160,146567,89129,46788,1921.43,16.4
2021-09-30,2021,9,Perᗾmbe,961239,990077,249359,311791,135740,77558,48857,2002.85,16.7
2021-10-01,2021,10,Cuma,986686,1016287,236654,354087,163907,114108,54694,1713.63,16
2021-10-02,2021,10,Cumartesi,877409,903732,246203,322914,135754,90625,45012,1779.09,12
2021-10-03,2021,10,Pazar,865444,891408,206707,322462,136797,74066,42365,1552.32,23
2021-10-04,2021,10,Pazartesi,980764,1010187,220075,311273,155715,71718,53520,1937.32,17.9
2021-10-05,2021,10,Salı,993877,1023694,196905,378929,159753,88096,35573,1936.91,20.5
2021-10-06,2021,10,Çrᗺmba,955959,984638,263396,316812,127489,137174,35147,1744.32,15.7
2021-10-07,2021,10,Perᗾmbe,969354,998435,232115,335481,155037,78741,46974,2270.08,14.7
2021-10-08,2021,10,Cuma,982724,1012206,228770,348232,135062,130711,25266,2030.47,12.1
2021-10-09,2021,10,Cumartesi,884565,911102,222608,296705,134211,103889,43074,1835.69,15.4
2021-10-10,2021,10,Pazar,857514,883239,168073,302205,113674,77766,30967,1947.88,16.7
2021-10-11,2021,10,Pazartesi,999177,1029152,232585,360968,109932,83899,28125,2237.07,15.1
2021-10-12,2021,10,Salı,1003709,1033820,210387,363475,152929,87729,60439,1996.73,16.8
2021-10-13,2021,10,Çrᗺmba,1033558,1064564,231770,369805,120003,96844,44729,1767.16,14.2
2021-10-14,2021,10,Perᗾmbe,1002553,1032629,197965,340139,146902,95486,35649,2283.24,10
2021-10-15,2021,10,Cuma,1001333,1031373,245332,385924,167734,114959,47897,2108.88,15.3
2021-10-16,2021,10,Cumartesi,877982,904322,191918,302950,124221,97496,36195,2044.42,15.1
2021-10-17,2021,10,Pazar,907379,934600,253653,325982,141760,130188,56981,1750.93,9.6
2021-10-18,2021,10,Pazartesi,997013,1026923,206112,382653,141081,133833,57356,1562.98,9.9
2021-10-19,2021,10,Salı,1032414,1063387,256654,335618,151612,124416,60775,1945.62,13.3
2021-10-20,2021,10,Çrᗺmba,1010433,1040745,228316,351609,143403,103851,30601,2155.75,14.1
2021-10-21,2021,10,Perᗾmbe,1025396,1056157,199602,368924,138141,117004,32059,1861.55,11.4
2021-10-22,2021,10,Cuma,997408,1027330,267561,353683,173040,118193,24964,1879.36,12.6
2021-10-23,2021,10,Cumartesi,903821,930936,245147,309544,152274,80385,41118,1703.97,8.6
2021-10-24,2021,10,Pazar,926509,954304,186845,307281,127236,95166,33525,1997.19,12.7
2021-10-25,2021,10,Pazartesi,1036420,1067512,241455,345509,178353,100246,41878,1779.15,13.6
2021-10-26,2021,10,Salı,996551,1026447,232777,357685,150123,105507,51096,2333.3,12.6
2021-10-27,2021,10,Çrᗺmba,1031769,1062722,271304,378147,162862,108012,37347,1671.73,8.9
2021-10-28,2021,10,Perᗾmbe,980116,1009520,249575,352971,202022,101675,37159,1340.65,6
2021-10-29,2021,10,Cuma,1012030,1042391,235506,363553,148909,103493,45949,1939.61,10.7
2021-10-30,2021,10,Cumartesi,932228,960195,241080,347691,136768,110127,42252,1779.67,6.7
2021-10-31,2021,10,Pazar,937548,965675,236821,308546,160789,98518,36889,2353.9,13.4
2021-11-01,2021,11,Pazartesi,1026708,1057509,243698,346039,163185,96413,40631,2202.73,10.8
2021-11-02,2021,11,Salı,1011178,1041513,202074,349834,189229,168849,34232,2297.88,10.2
2021-11-03,2021,11,Çrᗺmba,1028490,1059345,245078,381765,182357,112790,43107,1892.02,15.6
2021-11-04,2021,11,Perᗾmbe,1010274,1040582,167558,328765,162008,101609,31761,1803.87,9
2021-11-05,2021,11,Cuma,996336,1026226,286674,320803,150133,78400,42815,2010.44,6.1
2021-11-06,2021,11,Cumartesi,902387,929459,200804,324574,191085,66451,28230,1586.77,9.5
2021-11-07,2021,11,Pazar,886826,913431,186412,289916,158519,95818,51134,1627.96,7.6
2021-11-08,2021,11,Pazartesi,1032835,1063820,245513,420673,169160,112341,53917,1775.66,7.5
2021-11-09,2021,11,Salı,1010788,1041111,287493,362999,128434,102176,32401,2324.98,8.8
2021-11-10,2021,11,Çrᗺmba,1025873,1056649,243870,372207,194100,120675,31797,2342.1,10.8
2021-11-11,2021,11,Perᗾmbe,1046673,1078073,233455,395389,179807,72244,48673,1839.37,8.9
2021-11-12,2021,11,Cuma,1005057,1035208,223987,369529,186763,93667,10027,1657.24,10.6
2021-11-13,2021,11,Cumartesi,905005,932155,201200,290477,153334,90716,38015,1460.53,9.9
2021-11-14,2021,11,Pazar,916231,943718,174212,323308,186699,130345,27402,1801.2,9.6
2021-11-15,2021,11,Pazartesi,1036227,1067314,243553,364964,188082,122904,31052,1666.53,7.2
2021-11-16,2021,11,Salı,1007281,1037499,212577,344055,160054,127095,14743,2367.97,8.3
2021-11-17,2021,11,Çrᗺmba,974273,1003501,243487,365914,168811,112169,28049,1784.9,3.7
2021-11-18,2021,11,Perᗾmbe,1010681,1041001,240342,375029,187786,97539,38866,1829.2,6.8
2021-11-19,2021,11,Cuma,1011552,1041898,266101,331681,198978,115873,28557,2200.63,4.5
2021-11-20,2021,11,Cumartesi,943969,972289,201149,344437,154793,75962,30052,2076.51,5.8
2021-11-21,2021,11,Pazar,951426,979969,242644,335065,173122,115954,16670,1540.35,10.5
2021-11-22,2021,11,Pazartesi,1016936,1047444,251820,361332,237180,119905,9669,1911.49,7.6
2021-11-23,2021,11,Salı,1020040,1050641,231525,382109,193169,151020,33727,2078.48,4.5
2021-11-24,2021,11,Çrᗺmba,1023091,1053784,197804,379231,195543,128864,19412,1637.49,9.7
2021-11-25,2021,11,Perᗾmbe,1032854,1063840,246872,353724,132328,93629,23498,1974.62,3.8
2021-11-26,2021,11,Cuma,1028433,1059286,245459,373043,199454,93482,36234,1963.22,3.3
2021-11-27,2021,11,Cumartesi,906157,933342,213555,331468,202644,96983,26247,1862.94,2.5
2021-11-28,2021,11,Pazar,896951,923860,194755,317134,169855,118833,33013,2276.04,5.5
2021-11-29,2021,11,Pazartesi,1011446,1041790,279156,312269,186740,94144,36828,1791.84,0.9
2021-11-30,2021,11,Salı,1050511,1082027,218942,356993,189652,144998,40660,2171.6,6.4
2021-12-01,2021,12,Çrᗺmba,1027517,1058343,195625,379773,174542,121687,46584,1766.89,4.8
2021-12-02,2021,12,Perᗾmbe,1036053,1067134,254264,348659,258129,61064,30793,2000.91,6.2
2021-12-03,2021,12,Cuma,1052506,1084081,268779,401530,186184,104029,33341,2013.15,8.2
2021-12-04,2021,12,Cumartesi,922932,950620,236877,340469,171432,105200,14561,1906.13,6.9
2021-12-05,2021,12,Pazar,904889,932036,177053,309618,170556,80809,18310,2203.12,6.3
2021-12-06,2021,12,Pazartesi,982191,1011656,218009,350211,191847,92036,48070,2270.62,2.7
2021-12-07,2021,12,Salı,1056810,1088514,262640,384757,190180,108736,46899,2138.56,3.5
2021-12-08,2021,12,Çrᗺmba,1021114,1051748,223378,378910,194390,78947,24899,1740.13,2.3
2021-12-09,2021,12,Perᗾmbe,1006707,1036908,236704,369925,208871,76621,22364,2063.29,7.8
2021-12-10,2021,12,Cuma,1020938,1051566,226536,381123,225185,83052,27126,1625.29,3.3
2021-12-11,2021,12,Cumartesi,942078,970341,203701,345996,182404,127294,44480,1957.87,4.7
2021-12-12,2021,12,Pazar,903673,930783,191876,323454,151826,85932,26805,1683.34,6.5
2021-12-13,2021,12,Pazartesi,1028401,1059253,198965,371523,215494,76823,29435,2154.93,3.3
2021-12-14,2021,12,Salı,972173,1001338,273987,318651,184541,56827,46009,2098.19,1
2021-12-15,2021,12,Çrᗺmba,1005100,1035253,242465,335177,194991,103332,17052,2023.45,6.9
2021-12-16,2021,12,Perᗾmbe,997886,1027823,187555,379948,182993,81442,15355,1949.32,7.2
2021-12-17,2021,12,Cuma,1027530,1058356,225099,367851,212270,120382,37295,1848.03,5.6
2021-12-18,2021,12,Cumartesi,913341,940741,194598,329912,143592,73933,40798,1677.36,-0.9
2021-12-19,2021,12,Pazar,917892,945429,198135,325966,147163,79065,30554,1786.82,8.3
2021-12-20,2021,12,Pazartesi,1033051,1064043,229596,384017,171810,75311,26617,2015.16,1.8
2021-12-21,2021,12,Salı,975760,1005032,223622,351559,170749,102107,36225,1720.45,5.1
2021-12-22,2021,12,Çrᗺmba,991722,1021474,237880,354889,171717,62747,17125,2122.64,2.7
2021-12-23,2021,12,Perᗾmbe,987195,1016811,251094,341462,232974,78897,32180,2166.64,8.5
2021-12-24,2021,12,Cuma,1016208,1046695,273433,349944,235252,92568,46575,2161.15,6
2021-12-25,2021,12,Cumartesi,911870,939226,234087,324964,185152,98510,39394,2052.7,5.6
2021-12-26,2021,12,Pazar,886706,913308,209124,261374,188257,107607,23608,2077.14,5.9
2021-12-27,2021,12,Pazartesi,974957,1004206,201273,330830,240874,103480,20310,1438.44,-1.8
2021-12-28,2021,12,Salı,1001406,1031448,221041,368386,223498,98571,28956,1831.48,2.7
2021-12-29,2021,12,Çrᗺmba,1004350,1034480,258787,326201,210291,94839,38481,1646.52,3.5
2021-12-30,2021,12,Perᗾmbe,975026,1004277,198233,361969,240404,75177,20647,1807.82,3.1
2021-12-31,2021,12,Cuma,988268,1017916,243288,346259,226816,108351,25212,1619.38,-0.6
2022-01-01,2022,1,Cumartesi,896023,922904,174687,360913,188306,76519,25336,1858.27,2.3
2022-01-02,2022,1,Pazar,899792,926785,235067,316334,178996,64323,28579,2424.79,3.6
2022-01-03,2022,1,Pazartesi,979219,1008596,188584,387720,240614,111671,20871,1557.49,0.5
2022-01-04,2022,1,Salı,1001984,1032043,210538,330482,220841,100109,30125,1983.62,2.4
2022-01-05,2022,1,Çrᗺmba,956283,984971,222000,357138,229619,112691,0,1912.04,0
2022-01-06,2022,1,Perᗾmbe,965349,994310,229504,347220,192107,99389,30522,2426.89,3.4
2022-01-07,2022,1,Cuma,956776,985479,229140,305576,201620,80928,22151,1741.05,1.4
2022-01-08,2022,1,Cumartesi,853258,878856,211094,281156,156709,77789,23325,1990.47,0
2022-01-09,2022,1,Pazar,865373,891335,188091,325116,208492,100659,40988,2295.66,4.9
2022-01-10,2022,1,Pazartesi,957924,986662,217008,316943,216310,80023,38191,1934.56,6.3
2022-01-11,2022,1,Salı,995960,1025839,265551,360914,218784,127254,26792,2195.43,0.8
2022-01-12,2022,1,Çrᗺmba,990638,1020357,229854,328362,252506,111395,20020,2188.62,-0.8
2022-01-13,2022,1,Perᗾmbe,987961,1017600,226840,360740,250586,129562,49513,2379.51,3.9
2022-01-14,2022,1,Cuma,974077,1003299,235227,341331,226129,97851,23192,2479.73,4.6
2022-01-15,2022,1,Cumartesi,832420,857393,157549,319054,195422,64706,7861,1915.2,6.3
2022-01-16,2022,1,Pazar,837466,862590,202483,316028,214060,68117,28342,2177.39,2.4
2022-01-17,2022,1,Pazartesi,989561,1019248,328923,359647,207175,95932,36268,1910.55,2.9
2022-01-18,2022,1,Salı,944664,973004,248137,332762,220843,68758,32639,2215.42,-1.1
2022-01-19,2022,1,Çrᗺmba,996642,1026542,232437,319503,235663,97618,43861,1664.24,3.3
2022-01-20,2022,1,Perᗾmbe,963228,992125,240145,338886,198283,76495,39520,2078.83,8.8
2022-01-21,2022,1,Cuma,947379,975801,213428,324865,238253,99924,38378,2141.99,4.1
2022-01-22,2022,1,Cumartesi,830577,855494,155274,272591,178841,86731,29166,2244.56,2.6
2022-01-23,2022,1,Pazar,837909,863046,199535,299635,177068,116997,27696,1918.56,1.8
2022-01-24,2022,1,Pazartesi,963291,992190,216888,340332,212362,142024,47651,1704.97,2.2
2022-01-25,2022,1,Salı,954631,983270,233742,338652,247171,87369,35142,2200.27,1.9
2022-01-26,2022,1,Çrᗺmba,957580,986308,216317,337699,224210,84940,37873,1559.39,5.3
2022-01-27,2022,1,Perᗾmbe,941457,969700,244412,316017,234328,108421,36417,1575.23,2.8
2022-01-28,2022,1,Cuma,939386,967568,208280,387421,262947,87333,44184,2308.55,1.4
2022-01-29,2022,1,Cumartesi,845048,870399,229493,295182,227766,106131,30449,1993.74,1.7
2022-01-30,2022,1,Pazar,831111,856045,176445,305916,212901,60865,39533,2516.22,6.1
2022-01-31,2022,1,Pazartesi,948452,976905,202046,336420,235456,82977,32997,2215.86,1.9
2022-02-01,2022,2,Salı,891503,918248,196342,316120,217150,78369,35012,1784.78,3
2022-02-02,2022,2,Çrᗺmba,929221,957098,195500,331876,223510,66585,35342,2076.37,-0.2
2022-02-03,2022,2,Perᗾmbe,922076,949739,276892,336579,231567,46680,16117,2306.32,0.9
2022-02-04,2022,2,Cuma,933666,961676,245805,303563,239900,92606,47792,1949.65,1.3
2022-02-05,2022,2,Cumartesi,829251,854128,209369,309379,197250,72051,23733,2275.99,-2.5
2022-02-06,2022,2,Pazar,797999,821939,192583,280567,203800,91052,29834,2052.91,1.5
2022-02-07,2022,2,Pazartesi,932314,960283,225319,309369,226738,116411,28058,2243.16,6.1
2022-02-08,2022,2,Salı,927196,955012,250182,306342,249723,87121,40369,1440.96,4.6
2022-02-09,2022,2,Çrᗺmba,919390,946971,229866,342247,248401,107488,34475,2366.52,8.6
2022-02-10,2022,2,Perᗾmbe,894963,921812,199617,333827,211007,77439,28843,2120.91,5.7
2022-02-11,2022,2,Cuma,939603,967792,239520,306425,237820,123458,43346,1979.9,8.4
2022-02-12,2022,2,Cumartesi,786644,810243,217488,271345,196669,95357,30185,1973.55,5.6
2022-02-13,2022,2,Pazar,844618,869957,241174,312238,209748,94301,26875,2104.04,7.1
2022-02-14,2022,2,Pazartesi,923453,951156,253280,319824,205901,87535,35603,1763.97,6.6
2022-02-15,2022,2,Salı,885222,911779,227185,348975,195608,104948,35307,1734.09,2.4
2022-02-16,2022,2,Çrᗺmba,898953,925921,223666,275612,236037,91727,38081,1919.1,9.5
2022-02-17,2022,2,Perᗾmbe,888950,915618,199240,291996,246222,81055,34853,1832.87,6
2022-02-18,2022,2,Cuma,879036,905407,192529,285166,229496,61515,26667,1906.55,5.5
2022-02-19,2022,2,Cumartesi,813763,838176,184111,286370,210135,89374,14355,2271.02,7.5
2022-02-20,2022,2,Pazar,778548,801905,167557,266944,197229,74324,34258,1677.76,6.1
2022-02-21,2022,2,Pazartesi,876174,902460,234262,339615,255413,57611,30453,1981.58,5.1
2022-02-22,2022,2,Salı,883080,909573,209302,311789,262595,100248,41545,2231.94,2.1
2022-02-23,2022,2,Çrᗺmba,861022,886852,155684,300780,223360,83509,40330,1949.43,6.5
2022-02-24,2022,2,Perᗾmbe,902263,929331,179455,334055,251259,78324,43464,2008.63,4.5
2022-02-25,2022,2,Cuma,889941,916640,215700,304176,194128,75302,35583,1803.47,6.5
2022-02-26,2022,2,Cumartesi,768110,791153,176835,257876,198566,61291,48393,1962.21,5.6
2022-02-27,2022,2,Pazar,744037,766358,141497,242827,196411,92723,29814,2216.13,8.8
2022-02-28,2022,2,Pazartesi,846682,872083,204645,274852,204859,99149,10377,1957.81,7.7
2022-03-01,2022,3,Salı,882463,908937,206563,292231,234808,59942,35787,2171.94,8.1
2022-03-02,2022,3,Çrᗺmba,869348,895429,227595,303216,245841,87837,44966,2139.3,12.7
2022-03-03,2022,3,Perᗾmbe,859427,885210,196366,301082,230413,56174,51227,1893.79,6.4
2022-03-04,2022,3,Cuma,875140,901394,211496,266807,224004,68036,27364,1455.93,10.4
2022-03-05,2022,3,Cumartesi,750666,773186,209073,283741,189290,74625,45019,1982.3,10.7
2022-03-06,2022,3,Pazar,757275,779993,164104,290389,217529,60489,33762,2421.29,12.9
2022-03-07,2022,3,Pazartesi,867946,893984,269622,296962,219161,109122,31406,2418,9.9
2022-03-08,2022,3,Salı,831598,856546,183812,324952,237926,102188,66050,1994.67,6.1
2022-03-09,2022,3,Çrᗺmba,852720,878301,206510,326213,247377,73886,35663,1658.47,3.7
2022-03-10,2022,3,Perᗾmbe,827036,851847,192841,284383,240199,97892,38484,2216.97,8.4
2022-03-11,2022,3,Cuma,815528,839994,190469,279468,241758,97769,44811,1426.66,4
2022-03-12,2022,3,Cumartesi,763402,786304,190717,277199,202501,63706,44593,1643.91,13.5
2022-03-13,2022,3,Pazar,735371,757432,182117,257157,174458,86315,33599,1777.62,8.8
2022-03-14,2022,3,Pazartesi,865297,891256,183090,306396,256466,114984,46238,1990.11,6.9
2022-03-15,2022,3,Salı,835971,861050,197276,277140,236996,65125,43857,1936.94,8.9
2022-03-16,2022,3,Çrᗺmba,876776,903079,245969,305056,263974,76530,43666,1809.6,9.8
2022-03-17,2022,3,Perᗾmbe,821766,846419,184306,305264,210482,97689,39253,1904.23,10
2022-03-18,2022,3,Cuma,829056,853928,199685,280719,248667,130883,40326,2060.64,10.2
2022-03-19,2022,3,Cumartesi,726456,748249,137955,245170,185263,70265,35376,2341.09,11
2022-03-20,2022,3,Pazar,705052,726204,191095,238761,169721,76419,38504,2018.11,14.6
2022-03-21,2022,3,Pazartesi,830471,855385,168947,297024,222940,65411,51901,2101.92,10.3
2022-03-22,2022,3,Salı,827834,852669,207105,288212,244390,84072,33083,1903.22,14.2
2022-03-23,2022,3,Çrᗺmba,825544,850311,202455,284977,233664,85326,39683,1762.69,10
2022-03-24,2022,3,Perᗾmbe,826683,851484,177714,278419,210706,65524,31939,1401.99,7.6
2022-03-25,2022,3,Cuma,850506,876021,165075,312669,197013,77761,25454,2567.76,15.6
2022-03-26,2022,3,Cumartesi,718554,740111,191794,231988,202242,70089,36348,1463.17,13.1
2022-03-27,2022,3,Pazar,716040,737521,156928,234802,203648,69544,39990,2266.27,8.5
2022-03-28,2022,3,Pazartesi,809816,834111,172521,293496,221810,75887,42809,2099.46,14.8
2022-03-29,2022,3,Salı,832621,857600,206869,320112,228633,95119,44703,2095.21,14.9
2022-03-30,2022,3,Çrᗺmba,817182,841697,210589,280001,237750,53780,47959,1627.04,14.7
2022-03-31,2022,3,Perᗾmbe,813436,837839,220504,275399,231071,106203,52744,1973.27,13.6
2022-04-01,2022,4,Cuma,824085,848808,188973,280672,228780,103350,41027,1566.98,11.4
2022-04-02,2022,4,Cumartesi,705686,726856,146343,241860,205838,49218,45166,1958.61,16.5
2022-04-03,2022,4,Pazar,723459,745162,161792,236486,196327,61635,38660,2006.69,12.4
2022-04-04,2022,4,Pazartesi,819992,844591,173827,285154,212931,71631,50601,1739.62,12.8
2022-04-05,2022,4,Salı,808363,832614,210068,278243,239967,95582,58723,2124.26,16.2
2022-04-06,2022,4,Çrᗺmba,761797,784651,157822,283109,234949,55713,42269,1912.89,12.2
2022-04-07,2022,4,Perᗾmbe,825005,849755,179751,251511,212929,85331,30901,1881.51,16.7
2022-04-08,2022,4,Cuma,796775,820678,142524,287680,226383,100353,37597,1848.78,12
2022-04-09,2022,4,Cumartesi,729724,751616,158412,227888,211877,87373,49433,1863.02,15.7
2022-04-10,2022,4,Pazar,711137,732471,172280,246538,164325,85384,49079,1757.45,19.6
2022-04-11,2022,4,Pazartesi,792275,816043,221145,303761,235973,95485,47697,1875.31,17.3
2022-04-12,2022,4,Salı,780016,803417,159979,261195,185539,91650,51605,1931.06,14.5
2022-04-13,2022,4,Çrᗺmba,761822,784676,157362,320833,226338,57976,35654,2265.64,15.7
2022-04-14,2022,4,Perᗾmbe,804426,828559,189789,282805,201281,111655,36706,2083.13,16.7
2022-04-15,2022,4,Cuma,788245,811892,196258,263145,220146,73008,38930,2179.67,13.8
2022-04-16,2022,4,Cumartesi,671047,691178,162960,229362,203936,80074,41947,1880.63,15.8
2022-04-17,2022,4,Pazar,684226,704752,157170,239684,188115,58475,39037,1704.73,17.5
2022-04-18,2022,4,Pazartesi,776762,800065,196374,272012,214218,61636,58278,1962.69,16.9
2022-04-19,2022,4,Salı,781443,804886,161460,287912,205412,91110,44426,2297.79,16.1
2022-04-20,2022,4,Çrᗺmba,770850,793975,191661,274161,218950,109034,48430,2000.3,17
2022-04-21,2022,4,Perᗾmbe,790647,814367,215805,266351,233254,91933,43460,2172.04,20.5
2022-04-22,2022,4,Cuma,771976,795136,195054,259747,227490,80220,45717,1917.95,16.7
2022-04-23,2022,4,Cumartesi,699175,720151,152479,238383,209754,90579,36815,2273.03,16.2
2022-04-24,2022,4,Pazar,689553,710239,150669,266399,179498,86625,46478,2178.22,20.8
2022-04-25,2022,4,Pazartesi,801777,825830,208005,290040,185994,92609,46430,1681.13,20.7
2022-04-26,2022,4,Salı,758192,780938,177319,269248,194873,86682,48691,2027.37,9
2022-04-27,2022,4,Çrᗺmba,754839,777484,201451,271205,201879,50599,40068,2093.11,17.2
2022-04-28,2022,4,Perᗾmbe,776208,799494,211871,263350,218097,82272,36032,1939.68,16.9
2022-04-29,2022,4,Cuma,772225,795392,187500,269285,195526,100047,57402,1901.13,21
2022-04-30,2022,4,Cumartesi,692204,712970,170034,256642,192347,84250,34633,1720.37,18.5
2022-05-01,2022,5,Pazar,623854,642570,127872,212939,174699,69349,48002,2075.13,20.4
2022-05-02,2022,5,Pazartesi,767064,790076,189320,282487,206903,72194,52309,1895.94,20.8
2022-05-03,2022,5,Salı,748978,771447,156893,257672,207729,67996,39899,1931.63,18.2
2022-05-04,2022,5,Çrᗺmba,766921,789929,180889,275913,198153,69625,56417,2028.3,21.7
2022-05-05,2022,5,Perᗾmbe,764712,787654,158694,259473,211801,72658,54189,1802.02,22.2
2022-05-06,2022,5,Cuma,747957,770396,175257,264525,179961,43466,48892,1993.61,19
2022-05-07,2022,5,Cumartesi,650653,670173,184310,236641,183377,73553,35557,1923.28,16.3
2022-05-08,2022,5,Pazar,672683,692863,139968,245262,181721,53411,40010,2419.88,24
2022-05-09,2022,5,Pazartesi,768235,791282,187582,261022,204303,125851,61370,1756.82,23.9
2022-05-10,2022,5,Salı,762668,785548,163619,249083,188796,101216,53847,2355.92,21.9
2022-05-11,2022,5,Çrᗺmba,769732,792824,179136,271767,217460,60343,50585,1626.74,25.3
2022-05-12,2022,5,Perᗾmbe,776591,799888,181576,288521,193347,90996,43704,1754.97,22.6
2022-05-13,2022,5,Cuma,775547,798814,164515,253222,207929,85905,52070,1969.24,22.2
2022-05-14,2022,5,Cumartesi,657537,677263,135585,210673,174018,70399,42939,1531.33,21.6
2022-05-15,2022,5,Pazar,668896,688962,171737,226300,192687,71566,37991,1929.78,24.2
2022-05-16,2022,5,Pazartesi,763249,786146,188297,253391,210888,73667,46429,1851.38,23.1
2022-05-17,2022,5,Salı,752729,775311,197581,265126,213481,72454,50131,1784.36,22.3
2022-05-18,2022,5,Çrᗺmba,771697,794848,179246,267614,197569,93407,62757,2273.57,22.2
2022-05-19,2022,5,Perᗾmbe,761048,783879,184215,263490,203559,69678,50525,1925.5,23.3
2022-05-20,2022,5,Cuma,749577,772064,151279,251851,187810,75630,46211,2127.85,23.5
2022-05-21,2022,5,Cumartesi,637841,656976,131341,242747,147260,71575,57969,2208.48,20.8
2022-05-22,2022,5,Pazar,668199,688245,174875,225695,142293,68000,44334,1955.75,27.6
2022-05-23,2022,5,Pazartesi,745404,767766,173853,247693,184112,77817,44356,1912.35,19.2
2022-05-24,2022,5,Salı,746462,768856,158669,278321,188153,76038,49885,2103.78,25.9
2022-05-25,2022,5,Çrᗺmba,773903,797120,204226,237735,211418,97128,55207,2194.76,24.8
2022-05-26,2022,5,Perᗾmbe,810107,834410,189759,297348,223542,83921,65029,1911.07,27
2022-05-27,2022,5,Cuma,753379,775980,133775,277703,216251,67959,47194,1898.67,21.5
2022-05-28,2022,5,Cumartesi,690034,710735,140549,260907,196341,59962,60493,1825.72,23.3
2022-05-29,2022,5,Pazar,676567,696864,144500,239904,165139,86843,57623,2217.93,19.4
2022-05-30,2022,5,Pazartesi,787538,811164,188292,273517,217444,87872,56531,1940.87,21.8
2022-05-31,2022,5,Salı,751332,773872,189174,255259,187460,64318,52119,1887.92,23.9
2022-06-01,2022,6,Çrᗺmba,740272,762480,179109,272113,175635,88957,42874,2031.62,30.1
2022-06-02,2022,6,Perᗾmbe,739132,761306,162963,282279,169869,70977,53289,2139.12,26.9
2022-06-03,2022,6,Cuma,767207,790223,189057,284213,209406,100498,44626,1903.62,24
2022-06-04,2022,6,Cumartesi,676402,696694,172320,223987,174422,79521,52408,1788.07,23.6
2022-06-05,2022,6,Pazar,637992,657131,171629,212249,149719,54600,38738,1912.84,22.9
2022-06-06,2022,6,Pazartesi,775387,798648,173566,290631,201618,76536,58301,2251.23,24.9
2022-06-07,2022,6,Salı,775434,798697,182116,269298,178952,43163,46931,1967.66,22.1
2022-06-08,2022,6,Çrᗺmba,787540,811166,213791,292796,188647,71453,49427,1873.96,22.4
2022-06-09,2022,6,Perᗾmbe,779974,803373,209307,264465,196585,80057,56376,2141.3,25.5
2022-06-10,2022,6,Cuma,776102,799385,200046,278433,192095,84273,31060,1934.87,28.1
2022-06-11,2022,6,Cumartesi,642985,662274,151732,235722,177106,78655,51939,1997.63,25.7
2022-06-12,2022,6,Pazar,668888,688955,164079,232445,160137,38220,39976,1857.53,22.5
2022-06-13,2022,6,Pazartesi,796664,820564,190897,280213,176449,74234,59099,2044.44,24.2
2022-06-14,2022,6,Salı,786169,809755,168713,312748,195272,68823,61219,2109.09,22.9
2022-06-15,2022,6,Çrᗺmba,779993,803393,201944,269539,177754,122241,47910,1685.46,26.6
2022-06-16,2022,6,Perᗾmbe,755544,778210,185370,256316,149693,86143,39121,1851,29.1
2022-06-17,2022,6,Cuma,765819,788793,178832,281445,153981,69564,46946,1846.57,26.3
2022-06-18,2022,6,Cumartesi,653898,673515,143474,223900,136211,79605,56058,1277.84,28.6
2022-06-19,2022,6,Pazar,660879,680705,168657,206521,170521,69555,43667,1721.98,26.8
2022-06-20,2022,6,Pazartesi,755765,778438,209855,264080,159070,88923,67968,1690.44,25.9
2022-06-21,2022,6,Salı,802153,826218,208951,258780,202582,85377,53491,1924.11,26.3
2022-06-22,2022,6,Çrᗺmba,825212,849968,197907,308246,185609,70821,61790,2118.11,26
2022-06-23,2022,6,Perᗾmbe,813393,837794,224124,282921,169274,91647,66236,2151.08,26.1
2022-06-24,2022,6,Cuma,809267,833545,203968,290046,173279,79787,52588,1831.76,24.4
2022-06-25,2022,6,Cumartesi,703074,724166,154378,229980,138830,84279,51336,2028.94,22.8
2022-06-26,2022,6,Pazar,703884,725001,172551,237990,145334,72390,45227,2130.82,26.8
2022-06-27,2022,6,Pazartesi,788367,812018,192633,260447,180018,76758,48659,2007.35,24.9
